timestamp_ms,temperature_c,acc_x_g,acc_y_g,acc_z_g,gyr_x_dps,gyr_y_dps,gyr_z_dps,mag_x_ut,mag_y_ut,mag_z_ut,mic_level,bat_voltage_v,bat_percent
632885,42.36,0.0,-0.008,1.01,-0.06,-0.06,-0.18,-158.47,408.24,44.35,0.3,4.167,100
632988,42.39,-0.001,-0.01,1.01,-0.18,0.37,-0.24,-164.47,414.24,92.33,0.3,4.167,100
633091,42.37,0.0,-0.009,1.012,-0.24,0.06,-0.24,-167.47,384.25,23.36,0.2,4.167,100
633194,42.42,0.001,-0.01,1.011,-0.24,0.06,-0.24,-140.48,372.26,65.34,0.2,4.167,100
633297,42.41,-0.002,-0.007,1.01,-0.24,0.18,-0.18,-170.46,405.24,29.36,0.2,4.167,100
633400,42.38,-0.002,-0.009,1.008,-0.18,0.12,-0.31,-149.47,390.25,35.36,0.3,4.167,100
633503,42.42,0.0,-0.009,1.01,-0.24,0.24,-0.18,-170.46,354.26,59.35,0.4,4.167,100
633606,42.37,-0.0,-0.008,1.01,-0.18,0.06,-0.31,-164.47,342.27,56.35,0.3,4.167,100
633709,42.36,0.003,-0.009,1.01,-0.24,0.12,-0.24,-176.46,357.26,35.36,0.3,4.167,100
633812,42.35,-0.002,-0.007,1.009,-0.43,0.31,-0.37,-176.46,372.26,32.36,0.5,4.167,100
633915,42.37,-0.003,-0.01,1.012,-0.12,0.12,-0.18,-149.47,354.26,32.36,0.4,4.167,100
634018,42.39,-0.002,-0.008,1.011,-0.12,0.31,-0.24,-176.46,357.26,53.35,0.5,4.167,100
634121,42.38,-0.001,-0.009,1.01,-0.31,0.37,-0.18,-149.47,363.26,32.36,0.3,4.167,100
634224,42.39,0.0,-0.009,1.011,-0.24,0.31,-0.31,-173.46,405.24,62.34,0.3,4.167,100
634327,42.43,-0.001,-0.006,1.012,-0.24,0.24,-0.12,-170.46,345.27,53.35,0.4,4.167,100
634430,42.4,-0.0,-0.009,1.01,-0.24,0.24,-0.12,-182.46,381.25,20.36,0.5,4.167,100
634533,42.42,-0.001,-0.007,1.011,-0.18,0.12,-0.18,-167.47,348.27,14.36,0.4,4.167,100
634636,42.39,0.0,-0.008,1.011,-0.31,0.12,-0.24,-161.47,393.25,65.34,0.4,4.167,100
634739,42.39,-0.0,-0.008,1.011,-0.37,0.31,-0.37,-176.46,390.25,53.35,0.8,4.167,100
634842,42.42,0.0,-0.008,1.012,-0.24,0.12,-0.31,-158.47,357.26,41.35,0.8,4.167,100
634945,42.39,0.001,-0.007,1.01,-0.31,0.18,-0.24,-146.47,372.26,35.36,0.7,4.167,100
635048,42.42,-0.001,-0.007,1.009,-0.18,0.12,-0.24,-128.48,366.26,41.35,0.6,4.167,100
635151,42.4,-0.0,-0.01,1.011,-0.31,0.24,-0.18,-164.47,354.26,14.36,0.6,4.167,100
635254,42.39,-0.001,-0.007,1.01,-0.24,0.24,-0.31,-152.47,357.26,29.36,0.6,4.167,100
635357,42.43,0.005,-0.013,1.011,-0.24,0.31,-0.12,-176.46,369.26,65.34,0.3,4.167,100
635460,42.43,-0.002,-0.01,1.01,-0.31,0.24,-0.18,-146.47,369.26,35.36,0.3,4.167,100
635563,42.41,-0.002,-0.01,1.012,-0.24,0.18,-0.06,-158.47,381.25,20.36,0.2,4.167,100
635666,42.38,0.001,-0.008,1.009,-0.31,0.24,-0.31,-173.46,372.26,14.36,0.3,4.167,100
635769,42.38,-0.002,-0.006,1.011,-0.31,0.18,-0.31,-143.48,351.26,29.36,0.3,4.167,100
635872,42.37,0.001,-0.007,1.011,-0.12,0.24,-0.24,-167.47,387.25,38.35,0.2,4.167,100
635975,42.38,0.0,-0.007,1.012,-0.31,0.18,-0.18,-167.47,396.25,32.36,0.4,4.167,100
636078,42.37,0.0,-0.008,1.011,-0.18,0.37,-0.31,-158.47,378.25,23.36,0.1,4.167,100
636181,42.41,-0.001,-0.011,1.01,-0.24,0.06,-0.18,-158.47,363.26,56.35,0.2,4.167,100
636284,42.41,-0.001,-0.01,1.01,-0.24,0.18,-0.31,-158.47,369.26,56.35,0.3,4.167,100
636387,42.37,0.002,-0.01,1.011,-0.37,0.12,-0.31,-161.47,408.24,20.36,0.4,4.167,100
636490,42.39,-0.001,-0.01,1.011,-0.18,0.18,-0.12,-143.48,375.25,50.35,0.3,4.167,100
636593,42.4,-0.001,-0.007,1.011,-0.18,0.24,-0.31,-179.46,378.25,35.36,0.3,4.167,100
636696,42.4,0.0,-0.01,1.009,-0.37,0.18,-0.31,-164.47,366.26,11.37,0.2,4.167,100
636799,42.4,0.001,-0.008,1.01,-0.31,0.06,-0.18,-170.46,360.26,26.36,0.2,4.167,100
636902,42.38,0.001,-0.008,1.008,-0.37,0.18,-0.12,-161.47,375.25,-0.63,0.2,4.167,100
637005,42.4,-0.001,-0.009,1.011,-0.18,0.31,-0.24,-161.47,411.24,41.35,0.2,4.167,100
637108,42.41,-0.001,-0.01,1.009,-0.31,0.31,-0.37,-164.47,432.23,62.34,0.3,4.167,100
637211,42.38,0.0,-0.011,1.012,-0.43,0.12,-0.18,-131.48,393.25,32.36,0.3,4.167,100
637314,42.39,-0.001,-0.01,1.01,-0.24,0.12,-0.31,-155.47,393.25,44.35,0.2,4.167,100
637417,42.4,0.001,-0.007,1.01,-0.31,0.24,-0.12,-161.47,429.23,35.36,0.2,4.167,100
637520,42.37,-0.003,-0.01,1.01,-0.24,0.06,-0.18,-152.47,363.26,50.35,0.2,4.167,100
637623,42.4,-0.0,-0.011,1.009,-0.31,0.18,-0.31,-164.47,369.26,20.36,0.2,4.167,100
637726,42.41,0.001,-0.008,1.011,-0.24,0.18,-0.24,-194.45,384.25,38.35,0.1,4.167,100
637829,42.39,0.0,-0.008,1.01,-0.37,0.31,-0.31,-134.48,402.24,47.35,0.1,4.167,100
637932,42.42,-0.001,-0.01,1.011,-0.18,0.0,-0.12,-167.47,363.26,59.35,0.2,4.167,100
638035,42.39,0.001,-0.007,1.011,-0.24,0.18,-0.31,-155.47,381.25,29.36,0.1,4.167,100
638138,42.39,-0.002,-0.01,1.01,-0.31,0.18,-0.31,-176.46,381.25,8.37,0.2,4.167,100
638241,42.42,-0.002,-0.009,1.009,-0.24,0.24,-0.18,-155.47,399.24,53.35,0.1,4.167,100
638344,42.42,-0.001,-0.008,1.01,-0.24,0.31,-0.24,-176.46,402.24,68.34,0.1,4.167,100
638447,42.39,-0.002,-0.01,1.01,-0.37,0.12,-0.24,-158.47,348.27,65.34,0.1,4.167,100
638550,42.4,0.001,-0.008,1.009,-0.24,0.24,-0.24,-146.47,393.25,56.35,0.1,4.167,100
638653,42.41,-0.0,-0.01,1.012,-0.24,0.37,-0.24,-170.46,354.26,35.36,0.2,4.167,100
638756,42.41,0.001,-0.01,1.01,-0.18,0.12,-0.18,-140.48,378.25,35.36,0.2,4.167,100
638859,42.37,-0.001,-0.009,1.013,-0.24,0.18,-0.24,-176.46,387.25,44.35,0.2,4.167,100
638962,42.37,-0.001,-0.009,1.009,-0.24,0.31,-0.31,-173.46,369.26,50.35,0.1,4.167,100
639065,42.38,-0.002,-0.008,1.011,-0.31,0.31,-0.37,-158.47,378.25,20.36,0.1,4.167,100
639168,42.4,0.001,-0.009,1.01,-0.24,0.24,-0.37,-146.47,366.26,38.35,0.1,4.167,100
639271,42.4,-0.002,-0.008,1.009,-0.31,0.12,-0.24,-155.47,345.27,-18.62,0.1,4.167,100
639374,42.41,-0.0,-0.009,1.01,-0.37,0.18,-0.12,-179.46,357.26,62.34,0.1,4.167,100
639477,42.38,-0.003,-0.008,1.012,-0.18,0.0,-0.06,-152.47,369.26,35.36,0.1,4.167,100
639580,42.39,0.002,-0.01,1.01,-0.24,0.06,-0.12,-152.47,387.25,53.35,0.1,4.167,100
639683,42.41,0.0,-0.006,1.01,-0.31,0.24,-0.18,-152.47,438.23,11.37,0.2,4.167,100
639786,42.38,-0.003,-0.008,1.011,-0.24,0.18,-0.18,-170.46,369.26,23.36,0.2,4.167,100
639889,42.4,-0.001,-0.007,1.011,-0.24,0.12,-0.31,-176.46,432.23,38.35,0.1,4.167,100
639992,42.4,-0.0,-0.008,1.011,-0.31,0.12,-0.24,-158.47,393.25,23.36,0.1,4.167,100
640095,42.42,-0.001,-0.009,1.01,-0.18,0.18,-0.24,-185.46,399.24,8.37,0.1,4.167,100
640198,42.36,-0.0,-0.007,1.012,-0.31,0.06,-0.12,-146.47,348.27,41.35,0.1,4.167,100
640301,42.37,-0.0,-0.008,1.011,-0.12,0.18,-0.18,-167.47,381.25,8.37,0.1,4.167,100
640404,42.41,-0.001,-0.009,1.011,-0.24,0.18,-0.24,-179.46,366.26,29.36,0.1,4.167,100
640507,42.4,-0.002,-0.008,1.012,-0.12,0.12,-0.18,-164.47,408.24,29.36,0.1,4.167,100
640610,42.44,0.0,-0.009,1.009,-0.24,0.24,-0.12,-188.46,357.26,47.35,0.1,4.167,100
640713,42.41,0.001,-0.009,1.011,-0.31,0.49,-0.18,-173.46,372.26,35.36,0.1,4.167,100
640816,42.37,-0.001,-0.009,1.011,-0.31,0.06,-0.18,-176.46,402.24,14.36,0.1,4.167,100
640919,42.38,-0.001,-0.011,1.01,-0.18,0.24,-0.24,-167.47,372.26,-3.63,0.1,4.168,100
641022,42.39,0.001,-0.009,1.011,-0.18,0.12,-0.18,-176.46,366.26,32.36,0.1,4.168,100
641125,42.4,0.001,-0.005,1.01,-0.31,0.12,-0.31,-134.48,369.26,44.35,0.1,4.168,100
641228,42.4,-0.001,-0.009,1.011,-0.24,0.12,-0.24,-158.47,417.24,53.35,0.1,4.168,100
641331,42.43,-0.0,-0.01,1.01,-0.18,0.18,-0.24,-155.47,369.26,17.36,0.1,4.168,100
641434,42.42,0.001,-0.008,1.01,-0.31,0.18,-0.24,-164.47,420.24,71.34,0.1,4.168,100
641537,42.38,-0.001,-0.009,1.009,-0.24,0.18,-0.43,-191.46,366.26,23.36,0.1,4.168,100
641640,42.42,-0.001,-0.008,1.009,-0.31,0.06,-0.31,-173.46,345.27,26.36,0.1,4.168,100
641743,42.4,-0.001,-0.009,1.01,-0.18,0.06,-0.24,-176.46,378.25,14.36,0.1,4.168,100
641846,42.39,-0.001,-0.008,1.01,-0.18,0.18,-0.18,-158.47,375.25,44.35,0.1,4.168,100
641949,42.4,0.0,-0.008,1.011,-0.24,0.06,-0.18,-161.47,357.26,5.37,0.1,4.167,100
642052,42.39,-0.0,-0.009,1.01,-0.24,0.18,-0.31,-152.47,369.26,29.36,0.1,4.167,100
642155,42.42,0.001,-0.008,1.011,-0.18,0.06,-0.18,-155.47,420.24,65.34,0.1,4.167,100
642258,42.41,-0.0,-0.01,1.011,-0.31,0.06,-0.18,-164.47,375.25,32.36,0.1,4.167,100
642361,42.39,-0.001,-0.008,1.012,-0.31,0.12,-0.31,-176.46,408.24,50.35,0.1,4.167,100
642464,42.37,0.001,-0.008,1.009,-0.31,0.06,-0.24,-164.47,366.26,38.35,0.1,4.167,100
642567,42.38,-0.0,-0.008,1.011,-0.18,0.12,-0.18,-164.47,378.25,35.36,0.1,4.167,100
642670,42.38,-0.0,-0.006,1.009,-0.37,0.24,-0.24,-161.47,366.26,29.36,0.1,4.167,100
642773,42.37,0.0,-0.007,1.01,-0.18,0.31,-0.12,-158.47,423.23,11.37,0.1,4.167,100
642876,42.41,0.001,-0.008,1.012,-0.12,0.18,-0.18,-185.46,363.26,41.35,0.1,4.167,100
642979,42.41,0.0,-0.008,1.01,-0.24,0.31,-0.31,-188.46,390.25,32.36,0.1,4.167,100
643082,42.38,0.001,-0.01,1.008,-0.18,0.31,-0.24,-161.47,387.25,47.35,0.1,4.167,100
643185,42.41,-0.0,-0.01,1.009,-0.37,0.24,-0.31,-179.46,372.26,56.35,0.1,4.167,100
643288,42.43,-0.001,-0.009,1.011,-0.24,0.06,-0.18,-170.46,384.25,14.36,0.1,4.167,100
643391,42.37,0.003,-0.012,1.01,-0.24,0.18,-0.24,-182.46,396.25,29.36,0.1,4.167,100
643494,42.39,0.002,-0.007,1.011,-0.24,0.12,-0.06,-182.46,363.26,50.35,0.1,4.167,100
643597,42.41,-0.002,-0.009,1.011,-0.18,0.24,-0.18,-170.46,366.26,47.35,0.2,4.167,100
643700,42.4,-0.001,-0.008,1.011,-0.24,0.18,-0.31,-158.47,405.24,29.36,0.1,4.167,100
643803,42.42,-0.0,-0.008,1.011,-0.37,0.24,-0.24,-182.46,369.26,29.36,0.2,4.167,100
643906,42.39,0.001,-0.012,1.011,-0.24,0.12,-0.24,-173.46,390.25,32.36,0.1,4.167,100
644009,42.39,0.001,-0.008,1.01,-0.24,0.18,-0.18,-161.47,378.25,35.36,0.1,4.168,100
644112,42.41,-0.0,-0.009,1.012,-0.24,0.12,-0.18,-158.47,378.25,23.36,0.1,4.168,100
644215,42.43,0.0,-0.01,1.01,-0.18,0.24,-0.12,-155.47,348.27,41.35,0.1,4.168,100
644318,42.4,-0.001,-0.006,1.009,-0.12,0.06,-0.37,-152.47,366.26,-15.62,0.1,4.168,100
644421,42.4,-0.001,-0.009,1.01,-0.24,0.24,-0.37,-167.47,351.26,38.35,0.1,4.168,100
644524,42.42,-0.0,-0.009,1.01,-0.37,0.12,-0.24,-176.46,369.26,17.36,0.1,4.168,100
644627,42.41,0.0,-0.008,1.01,-0.31,0.06,-0.24,-176.46,411.24,8.37,0.1,4.168,100
644730,42.4,-0.0,-0.011,1.009,-0.18,0.06,-0.24,-167.47,414.24,35.36,0.1,4.168,100
644833,42.4,-0.0,-0.008,1.011,-0.24,0.37,-0.37,-176.46,408.24,29.36,0.1,4.168,100
644936,42.43,0.004,-0.007,1.01,-0.18,0.31,-0.18,-149.47,381.25,41.35,0.1,4.167,100
645039,42.41,-0.001,-0.009,1.011,-0.24,0.24,-0.12,-152.47,372.26,53.35,0.2,4.167,100
645142,42.39,-0.001,-0.008,1.009,-0.24,0.24,-0.37,-167.47,390.25,65.34,0.1,4.167,100
645245,42.38,-0.004,-0.011,1.01,-0.24,0.06,-0.12,-152.47,357.26,26.36,0.1,4.167,100
645348,42.41,-0.001,-0.009,1.01,-0.31,0.18,-0.24,-167.47,396.25,35.36,0.1,4.167,100
645451,42.45,-0.001,-0.009,1.01,-0.37,0.18,-0.18,-167.47,387.25,38.35,0.1,4.167,100
645554,42.39,0.001,-0.007,1.011,-0.37,0.12,-0.31,-164.47,357.26,44.35,0.1,4.167,100
645657,42.42,0.0,-0.007,1.01,-0.37,0.12,-0.37,-155.47,375.25,20.36,0.1,4.167,100
645760,42.4,0.001,-0.007,1.012,-0.18,0.18,-0.31,-164.47,393.25,41.35,0.1,4.167,100
645863,42.4,-0.001,-0.008,1.011,-0.24,0.18,-0.12,-149.47,378.25,23.36,0.1,4.167,100
645966,42.41,0.002,-0.011,1.011,-0.24,0.18,-0.18,-185.46,351.26,44.35,0.1,4.167,100
646069,42.41,-0.001,-0.008,1.01,-0.18,0.31,-0.24,-158.47,387.25,44.35,0.1,4.167,100
646172,42.4,0.0,-0.007,1.01,-0.24,0.06,-0.12,-152.47,387.25,32.36,0.2,4.167,100
646275,42.4,0.0,-0.009,1.009,-0.31,0.18,-0.24,-176.46,381.25,56.35,0.2,4.167,100
646378,42.39,-0.0,-0.009,1.01,-0.18,0.06,-0.24,-167.47,441.23,35.36,0.1,4.167,100
646481,42.4,-0.001,-0.009,1.01,-0.18,0.18,-0.31,-167.47,402.24,29.36,0.1,4.167,100
646584,42.41,0.001,-0.007,1.011,-0.12,0.12,-0.18,-170.46,369.26,38.35,0.2,4.167,100
646687,42.44,0.001,-0.007,1.009,-0.24,0.31,-0.37,-161.47,387.25,32.36,0.1,4.167,100
646790,42.4,-0.001,-0.007,1.009,-0.24,0.18,-0.18,-152.47,390.25,47.35,0.2,4.167,100
646893,42.4,0.0,-0.01,1.01,-0.31,0.24,-0.31,-197.45,378.25,11.37,0.1,4.167,100
646996,42.4,-0.0,-0.01,1.013,-0.18,0.18,-0.24,-167.47,417.24,32.36,0.1,4.168,100
647099,42.39,0.001,-0.009,1.009,-0.31,0.18,-0.12,-173.46,408.24,41.35,0.1,4.168,100
647202,42.4,-0.0,-0.009,1.009,-0.12,0.18,-0.31,-143.48,423.23,41.35,0.1,4.168,100
647305,42.4,-0.001,-0.008,1.011,-0.24,0.18,-0.31,-164.47,357.26,50.35,0.1,4.168,100
647408,42.39,0.0,-0.009,1.01,-0.12,0.12,-0.18,-158.47,381.25,35.36,0.1,4.168,100
647511,42.4,-0.002,-0.008,1.011,-0.12,0.12,-0.24,-131.48,363.26,20.36,0.1,4.168,100
647614,42.44,-0.002,-0.008,1.01,-0.12,0.18,-0.18,-164.47,381.25,32.36,0.1,4.168,100
647717,42.42,-0.001,-0.008,1.01,-0.18,0.31,-0.24,-164.47,363.26,74.34,0.1,4.168,100
647820,42.42,-0.001,-0.007,1.012,-0.31,0.12,-0.24,-164.47,375.25,23.36,0.2,4.168,100
647923,42.41,0.001,-0.008,1.01,-0.18,0.31,-0.24,-161.47,387.25,38.35,0.1,4.168,100
648026,42.4,0.0,-0.011,1.01,-0.24,0.18,-0.18,-167.47,432.23,77.34,0.1,4.168,100
648129,42.38,-0.0,-0.009,1.01,-0.18,0.18,-0.24,-152.47,411.24,53.35,0.1,4.168,100
648232,42.41,0.0,-0.01,1.01,-0.24,0.12,-0.12,-137.48,381.25,56.35,0.1,4.168,100
648335,42.42,-0.002,-0.009,1.01,-0.18,0.18,-0.18,-173.46,372.26,5.37,0.1,4.168,100
648438,42.38,-0.0,-0.006,1.009,-0.31,0.12,-0.24,-164.47,381.25,50.35,0.1,4.168,100
648541,42.39,-0.001,-0.01,1.01,-0.37,0.18,-0.31,-164.47,360.26,62.34,0.1,4.168,100
648644,42.42,-0.004,-0.009,1.011,-0.18,0.18,-0.18,-131.48,384.25,35.36,0.1,4.168,100
648747,42.43,-0.0,-0.007,1.011,-0.24,0.18,-0.18,-170.46,393.25,44.35,0.1,4.168,100
648850,42.42,-0.001,-0.008,1.012,-0.24,0.18,-0.24,-155.47,351.26,65.34,0.1,4.168,100
648953,42.43,0.0,-0.008,1.01,-0.24,0.18,-0.24,-140.48,414.24,41.35,0.1,4.167,100
649056,42.41,-0.001,-0.008,1.01,-0.31,0.06,-0.24,-140.48,384.25,20.36,0.1,4.167,100
649159,42.44,-0.0,-0.007,1.012,-0.31,0.31,-0.24,-197.45,399.24,53.35,0.1,4.167,100
649262,42.41,-0.0,-0.008,1.011,-0.18,0.18,-0.31,-215.45,381.25,29.36,0.1,4.167,100
649365,42.41,0.0,-0.008,1.011,-0.31,0.18,-0.12,-152.47,369.26,41.35,0.1,4.167,100
649468,42.44,0.0,-0.007,1.011,-0.18,0.18,-0.24,-179.46,393.25,26.36,0.1,4.167,100
649571,42.39,0.0,-0.009,1.011,-0.24,0.18,-0.12,-173.46,405.24,44.35,0.1,4.167,100
649674,42.4,-0.002,-0.007,1.012,-0.24,0.12,-0.24,-143.48,426.23,32.36,0.1,4.167,100
649777,42.4,-0.001,-0.009,1.009,-0.18,0.18,-0.18,-161.47,381.25,50.35,0.1,4.167,100
649880,42.44,0.002,-0.008,1.01,-0.18,0.24,-0.24,-161.47,420.24,38.35,0.1,4.167,100
649983,42.43,0.002,-0.004,1.011,-0.24,0.31,-0.06,-167.47,354.26,17.36,0.1,4.168,100
650086,42.4,-0.005,-0.005,1.008,-0.31,0.12,-0.24,-155.47,369.26,29.36,0.1,4.168,100
650189,42.39,-0.004,-0.009,1.012,-0.18,0.12,-0.24,-197.45,396.25,62.34,0.2,4.168,100
650292,42.4,0.0,-0.01,1.01,-0.24,0.18,-0.12,-167.47,372.26,38.35,0.1,4.168,100
650395,42.42,-0.002,-0.009,1.01,-0.24,0.06,-0.24,-146.47,372.26,44.35,0.1,4.168,100
650498,42.39,-0.0,-0.01,1.01,-0.12,0.18,-0.18,-164.47,393.25,47.35,0.1,4.168,100
650601,42.39,-0.003,-0.008,1.01,-0.43,0.24,-0.18,-176.46,375.25,83.34,0.1,4.168,100
650704,42.41,0.0,-0.007,1.008,-0.12,0.24,-0.31,-149.47,372.26,38.35,0.1,4.168,100
650807,42.42,0.003,-0.008,1.01,-0.24,0.12,-0.24,-143.48,369.26,11.37,0.1,4.168,100
650910,42.44,-0.0,-0.007,1.009,-0.18,0.18,-0.31,-173.46,393.25,56.35,0.1,4.168,100
651013,42.43,-0.001,-0.007,1.009,-0.37,0.12,-0.31,-170.46,405.24,41.35,0.1,4.168,100
651116,42.43,-0.001,-0.01,1.01,-0.24,0.12,-0.24,-170.46,420.24,5.37,0.1,4.168,100
651219,42.4,-0.001,-0.01,1.009,-0.37,0.24,-0.24,-149.47,399.24,41.35,0.1,4.168,100
651322,42.42,-0.001,-0.01,1.011,-0.18,0.18,-0.18,-158.47,363.26,38.35,0.1,4.168,100
651425,42.41,0.001,-0.008,1.013,-0.24,0.31,-0.31,-173.46,372.26,-9.63,0.1,4.168,100
651528,42.43,-0.0,-0.007,1.01,-0.18,0.12,-0.31,-173.46,378.25,59.35,0.1,4.168,100
651631,42.41,0.001,-0.012,1.01,-0.18,0.31,-0.31,-152.47,402.24,29.36,0.1,4.168,100
651734,42.39,0.0,-0.01,1.011,-0.18,0.18,-0.24,-137.48,429.23,8.37,0.1,4.168,100
651837,42.45,0.0,-0.008,1.01,-0.24,0.12,-0.24,-173.46,393.25,35.36,0.2,4.168,100
651940,42.42,0.0,-0.01,1.01,-0.37,0.18,-0.24,-167.47,387.25,14.36,0.1,4.168,100
652043,42.43,-0.0,-0.009,1.01,-0.31,0.31,-0.37,-146.47,405.24,44.35,0.1,4.168,100
652146,42.44,-0.001,-0.01,1.012,-0.24,0.18,-0.18,-161.47,411.24,5.37,0.1,4.168,100
652249,42.41,-0.001,-0.009,1.009,-0.24,0.18,-0.24,-158.47,393.25,41.35,0.1,4.168,100
652352,42.42,0.0,-0.009,1.012,-0.18,0.12,-0.31,-155.47,408.24,47.35,0.1,4.168,100
652455,42.41,-0.001,-0.008,1.009,-0.24,0.12,-0.18,-167.47,357.26,14.36,0.2,4.168,100
652558,42.42,0.0,-0.007,1.009,-0.18,0.18,-0.18,-164.47,396.25,11.37,0.1,4.168,100
652661,42.4,-0.001,-0.008,1.011,-0.12,0.18,-0.18,-155.47,411.24,47.35,0.1,4.168,100
652764,42.4,-0.0,-0.009,1.01,-0.18,0.18,-0.24,-155.47,420.24,17.36,0.1,4.168,100
652867,42.43,-0.001,-0.009,1.011,-0.18,0.06,-0.12,-170.46,408.24,23.36,0.1,4.168,100
652970,42.42,0.001,-0.006,1.01,-0.24,0.24,-0.24,-152.47,369.26,38.35,0.2,4.168,100
653073,42.45,-0.001,-0.015,1.009,-0.18,0.31,-0.24,-182.46,360.26,5.37,0.1,4.168,100
653176,42.42,-0.002,-0.008,1.01,-0.31,0.12,-0.18,-134.48,384.25,41.35,0.1,4.168,100
653279,42.43,0.003,-0.008,1.01,-0.18,0.06,-0.24,-158.47,375.25,38.35,0.1,4.168,100
653382,42.43,0.001,-0.007,1.008,-0.18,0.18,-0.18,-161.47,411.24,11.37,0.1,4.168,100
653485,42.42,0.0,-0.007,1.011,-0.37,0.12,-0.18,-155.47,384.25,14.36,0.1,4.168,100
653588,42.41,-0.001,-0.007,1.01,-0.24,0.12,-0.18,-152.47,369.26,23.36,0.1,4.168,100
653691,42.43,0.0,-0.008,1.011,-0.24,0.24,-0.24,-176.46,378.25,17.36,0.1,4.168,100
653794,42.43,-0.0,-0.01,1.009,-0.06,0.18,-0.31,-167.47,378.25,44.35,0.1,4.168,100
653897,42.44,-0.002,-0.01,1.011,-0.24,0.18,-0.37,-146.47,393.25,29.36,0.1,4.168,100
654000,42.43,0.001,-0.01,1.011,-0.18,0.24,-0.24,-152.47,360.26,41.35,0.1,4.168,100
654103,42.39,-0.002,-0.009,1.011,-0.24,0.24,-0.31,-188.46,363.26,23.36,0.1,4.168,100
654206,42.42,0.0,-0.009,1.01,-0.24,0.12,-0.18,-146.47,363.26,44.35,0.1,4.168,100
654309,42.44,0.0,-0.007,1.011,-0.12,0.12,-0.12,-182.46,393.25,59.35,0.1,4.168,100
654412,42.41,-0.002,-0.007,1.013,-0.24,0.12,-0.18,-173.46,369.26,65.34,0.1,4.168,100
654515,42.41,0.0,-0.007,1.011,-0.24,0.31,-0.31,-131.48,393.25,38.35,0.2,4.168,100
654618,42.38,0.001,-0.008,1.01,-0.31,0.37,-0.24,-161.47,411.24,41.35,0.1,4.168,100
654721,42.44,-0.001,-0.008,1.01,-0.24,0.24,-0.24,-161.47,369.26,23.36,0.1,4.168,100
654824,42.44,-0.002,-0.009,1.012,-0.18,0.24,-0.24,-185.46,384.25,26.36,0.2,4.168,100
654927,42.43,0.0,-0.009,1.009,-0.24,0.12,-0.12,-149.47,381.25,17.36,0.1,4.168,100
655030,42.44,0.0,-0.008,1.01,-0.18,0.18,-0.31,-143.48,369.26,44.35,0.1,4.167,100
655133,42.42,0.001,-0.007,1.01,-0.18,0.12,-0.37,-176.46,375.25,50.35,0.1,4.167,100
655236,42.43,-0.003,-0.01,1.01,-0.31,0.12,-0.31,-149.47,384.25,29.36,0.1,4.167,100
655339,42.46,-0.0,-0.01,1.01,-0.24,0.12,-0.24,-155.47,369.26,2.37,0.1,4.167,100
655442,42.43,-0.001,-0.008,1.01,-0.31,0.12,-0.18,-161.47,414.24,23.36,0.1,4.167,100
655545,42.44,0.0,-0.008,1.01,-0.24,0.06,-0.31,-161.47,390.25,50.35,0.1,4.167,100
655648,42.39,0.003,-0.003,1.011,-0.24,0.18,-0.18,-137.48,372.26,32.36,0.2,4.167,100
655751,42.42,0.0,-0.01,1.011,-0.12,0.18,-0.18,-161.47,405.24,47.35,0.1,4.167,100
655854,42.41,0.001,-0.015,1.003,-0.18,0.06,-0.18,-167.47,369.26,44.35,0.1,4.167,100
655957,42.39,-0.002,-0.009,1.009,-0.18,0.12,-0.12,-152.47,369.26,38.35,0.1,4.167,100
656060,42.42,-0.002,-0.007,1.011,-0.18,0.06,-0.24,-158.47,423.23,26.36,1.2,4.168,100
656163,42.41,0.001,-0.004,1.01,-0.31,0.18,-0.24,-194.45,390.25,2.37,0.1,4.168,100
656266,42.43,0.004,-0.008,1.011,-0.43,-0.37,-1.65,-176.46,405.24,2.37,0.1,4.168,100
656369,42.45,-0.005,-0.011,1.007,-0.31,0.31,-0.31,-152.47,408.24,56.35,0.1,4.168,100
656472,42.43,-0.006,-0.013,1.011,0.55,-0.49,-0.37,-170.46,372.26,32.36,0.6,4.168,100
656575,42.42,-0.0,-0.009,1.011,-0.31,0.0,-0.18,-164.47,369.26,26.36,0.2,4.168,100
656678,42.37,-0.002,-0.01,1.01,0.06,-0.06,-0.24,-170.46,399.24,23.36,0.6,4.168,100
656781,42.44,-0.001,-0.01,1.009,-0.24,0.18,-0.24,-179.46,399.24,53.35,0.2,4.168,100
656884,42.4,-0.004,-0.011,1.016,-0.49,0.18,-0.61,-170.46,384.25,44.35,1.0,4.168,100
656987,42.42,0.0,-0.009,1.011,-0.18,0.12,-0.37,-176.46,390.25,38.35,0.3,4.168,100
657090,42.43,0.0,-0.009,1.01,-0.31,0.18,-0.31,-173.46,441.23,44.35,1.0,4.168,100
657193,42.42,0.001,-0.008,1.01,-0.18,0.18,-0.24,-128.48,381.25,23.36,0.2,4.168,100
657296,42.45,0.0,-0.008,1.012,-0.31,0.24,-0.18,-161.47,381.25,35.36,0.1,4.168,100
657399,42.44,0.0,-0.01,1.011,-0.24,0.18,-0.24,-143.48,387.25,8.37,0.1,4.168,100
657502,42.42,-0.0,-0.008,1.011,-0.31,0.12,-0.18,-161.47,405.24,14.36,0.1,4.168,100
657605,42.41,0.001,-0.009,1.011,-0.24,0.06,-0.12,-191.46,402.24,29.36,0.1,4.168,100
