timestamp_ms,temperature_c,acc_x_g,acc_y_g,acc_z_g,gyr_x_dps,gyr_y_dps,gyr_z_dps,mag_x_ut,mag_y_ut,mag_z_ut,mic_level,bat_voltage_v,bat_percent
657708,42.41,0.0,-0.009,1.01,-0.24,0.0,-0.12,-125.48,366.26,50.35,0.1,4.168,100
657811,42.46,0.001,-0.009,1.009,-0.12,0.24,-0.31,-167.47,402.24,32.36,0.1,4.168,100
657914,42.42,-0.0,-0.009,1.011,-0.18,0.12,-0.18,-173.46,366.26,62.34,0.2,4.168,100
658017,42.43,0.0,-0.009,1.012,-0.12,0.37,-0.43,-161.47,372.26,47.35,0.1,4.167,100
658120,42.43,0.001,-0.007,1.008,-0.18,0.18,-0.18,-167.47,405.24,11.37,0.1,4.167,100
658223,42.43,-0.002,-0.008,1.011,-0.18,0.24,-0.37,-176.46,405.24,44.35,0.1,4.167,100
658326,42.44,-0.001,-0.009,1.01,-0.12,0.24,-0.18,-188.46,375.25,14.36,0.1,4.167,100
658429,42.43,0.0,-0.008,1.011,-0.12,0.24,-0.12,-182.46,384.25,17.36,0.1,4.167,100
658532,42.46,-0.003,-0.009,1.012,-0.18,0.12,-0.12,-170.46,387.25,74.34,0.1,4.167,100
658635,42.41,-0.001,-0.009,1.01,-0.31,0.31,-0.31,-161.47,366.26,47.35,0.1,4.167,100
658738,42.46,-0.0,-0.007,1.008,-0.37,0.31,-0.31,-161.47,402.24,20.36,0.1,4.167,100
658841,42.41,-0.0,-0.009,1.011,-0.24,0.0,-0.12,-164.47,405.24,38.35,0.1,4.167,100
658944,42.42,0.0,-0.007,1.01,-0.24,0.24,-0.31,-158.47,399.24,44.35,0.1,4.167,100
659047,42.4,0.0,-0.01,1.011,-0.24,0.12,-0.18,-158.47,399.24,17.36,0.1,4.167,100
659150,42.42,0.001,-0.007,1.012,-0.31,0.18,-0.31,-167.47,390.25,56.35,0.1,4.167,100
659253,42.45,-0.001,-0.007,1.01,-0.24,0.37,-0.24,-182.46,366.26,50.35,0.1,4.167,100
659356,42.41,0.0,-0.009,1.01,-0.24,0.06,-0.12,-155.47,351.26,41.35,0.1,4.167,100
659459,42.45,0.0,-0.009,1.01,-0.37,0.18,-0.24,-167.47,402.24,35.36,0.1,4.167,100
659562,42.46,0.001,-0.01,1.01,-0.18,0.06,-0.31,-176.46,372.26,41.35,0.1,4.167,100
659665,42.42,0.002,-0.012,1.01,-0.18,0.55,-0.18,-158.47,366.26,8.37,0.1,4.167,100
659768,42.42,-0.001,-0.008,1.011,-0.18,0.12,-0.24,-146.47,372.26,47.35,0.2,4.167,100
659871,42.42,-0.001,-0.01,1.011,-0.12,0.24,-0.31,-173.46,396.25,68.34,0.3,4.167,100
659974,42.42,0.002,-0.009,1.011,-0.12,0.18,-0.18,-158.47,366.26,47.35,0.1,4.167,100
660077,42.39,0.0,-0.008,1.01,-0.31,0.18,-0.24,-146.47,390.25,56.35,0.2,4.168,100
660180,42.44,-0.0,-0.008,1.01,-0.18,0.12,-0.24,-182.46,357.26,14.36,0.1,4.168,100
660283,42.45,-0.0,-0.006,1.01,-0.24,0.12,-0.24,-185.46,354.26,41.35,0.1,4.168,100
660386,42.42,-0.0,-0.009,1.01,-0.12,0.18,-0.37,-137.48,420.24,29.36,0.1,4.168,100
660489,42.41,-0.001,-0.01,1.01,-0.31,0.12,-0.31,-140.48,357.26,26.36,0.1,4.168,100
660592,42.48,0.0,-0.009,1.01,-0.12,0.18,-0.12,-170.46,381.25,59.35,0.1,4.168,100
660695,42.43,-0.002,-0.008,1.009,-0.24,0.24,-0.31,-173.46,363.26,-0.63,0.1,4.168,100
660798,42.46,0.001,-0.007,1.009,-0.24,0.24,-0.18,-164.47,387.25,41.35,0.1,4.168,100
660901,42.43,0.0,-0.008,1.01,-0.24,0.18,-0.12,-173.46,420.24,29.36,0.1,4.168,100
661004,42.43,-0.001,-0.007,1.012,-0.12,0.24,-0.18,-152.47,372.26,38.35,0.1,4.168,100
661107,42.43,0.0,-0.01,1.011,-0.24,0.06,-0.18,-167.47,375.25,53.35,0.1,4.169,100
661210,42.45,0.0,-0.01,1.009,-0.31,0.12,-0.24,-170.46,408.24,50.35,0.1,4.169,100
661313,42.43,0.0,-0.008,1.01,-0.31,0.12,-0.12,-161.47,402.24,29.36,0.1,4.169,100
661416,42.42,0.002,-0.007,1.011,-0.31,0.18,-0.18,-143.48,342.27,56.35,0.1,4.169,100
661519,42.41,0.001,-0.009,1.011,-0.24,0.24,-0.31,-140.48,387.25,23.36,0.1,4.169,100
661622,42.47,-0.002,-0.007,1.01,-0.18,0.18,-0.24,-164.47,372.26,11.37,0.1,4.169,100
661725,42.42,0.001,-0.008,1.01,-0.24,0.31,-0.24,-146.47,369.26,26.36,0.1,4.169,100
661828,42.43,0.0,-0.008,1.011,-0.31,0.31,-0.24,-155.47,357.26,62.34,0.1,4.169,100
661931,42.43,0.0,-0.01,1.011,-0.31,0.12,-0.18,-152.47,390.25,38.35,0.1,4.169,100
662034,42.44,0.0,-0.009,1.01,-0.24,0.12,-0.24,-146.47,369.26,47.35,0.1,4.169,100
662137,42.49,0.0,-0.01,1.009,-0.31,0.06,-0.31,-158.47,366.26,44.35,0.1,4.167,100
662240,42.43,-0.001,-0.008,1.01,-0.18,0.18,-0.24,-152.47,405.24,47.35,0.1,4.167,100
662343,42.4,-0.001,-0.01,1.01,-0.31,0.06,-0.18,-146.47,411.24,44.35,0.1,4.167,100
662446,42.43,-0.0,-0.007,1.01,-0.24,0.24,-0.18,-164.47,384.25,8.37,0.1,4.167,100
662549,42.43,0.001,-0.008,1.01,-0.43,0.24,-0.24,-197.45,357.26,38.35,0.1,4.167,100
662652,42.42,0.002,-0.008,1.011,-0.24,0.18,-0.18,-179.46,354.26,29.36,0.1,4.167,100
662755,42.44,-0.003,-0.009,1.01,-0.06,0.12,-0.31,-140.48,381.25,47.35,0.1,4.167,100
662858,42.42,-0.002,-0.01,1.01,-0.18,0.12,-0.18,-167.47,393.25,47.35,0.1,4.167,100
662961,42.42,-0.004,-0.01,1.009,-0.18,0.24,-0.18,-149.47,369.26,17.36,0.1,4.167,100
663064,42.44,0.0,-0.01,1.011,-0.43,0.18,-0.31,-164.47,420.24,56.35,0.1,4.167,100
663167,42.39,-0.0,-0.008,1.009,-0.12,0.18,-0.12,-158.47,372.26,38.35,0.1,4.167,100
663270,42.45,-0.002,-0.009,1.011,-0.24,0.24,-0.37,-152.47,372.26,5.37,0.1,4.167,100
663373,42.44,-0.0,-0.009,1.011,-0.31,0.06,-0.24,-164.47,363.26,26.36,0.1,4.167,100
663476,42.46,-0.001,-0.008,1.011,-0.24,0.18,-0.18,-152.47,381.25,38.35,0.1,4.167,100
663579,42.41,-0.0,-0.009,1.009,-0.24,0.18,-0.24,-158.47,405.24,23.36,0.1,4.167,100
663682,42.42,-0.0,-0.008,1.01,-0.31,0.12,-0.18,-149.47,351.26,65.34,0.1,4.167,100
663785,42.45,-0.001,-0.012,1.01,-0.18,0.12,-0.24,-155.47,351.26,53.35,0.1,4.167,100
663888,42.4,0.0,-0.01,1.01,-0.43,0.24,-0.31,-161.47,360.26,38.35,0.1,4.167,100
663991,42.47,-0.001,-0.008,1.011,0.0,0.18,-0.12,-164.47,381.25,47.35,0.1,4.167,100
664094,42.46,0.001,-0.009,1.01,-0.24,0.24,-0.06,-158.47,420.24,41.35,0.1,4.168,100
664197,42.46,0.001,-0.008,1.009,-0.31,0.31,-0.24,-158.47,363.26,32.36,0.1,4.168,100
664300,42.43,0.0,-0.01,1.009,-0.18,0.12,-0.37,-155.47,375.25,41.35,0.1,4.168,100
664403,42.46,-0.002,-0.009,1.01,-0.31,0.18,-0.31,-179.46,381.25,26.36,0.1,4.168,100
664506,42.44,-0.001,-0.008,1.009,-0.31,0.12,-0.18,-155.47,375.25,29.36,0.1,4.168,100
664609,42.43,-0.0,-0.011,1.009,-0.12,0.31,-0.12,-146.47,390.25,50.35,0.2,4.168,100
664712,42.42,0.001,-0.008,1.011,-0.31,0.24,-0.24,-158.47,363.26,14.36,0.1,4.168,100
664815,42.44,-0.0,-0.009,1.009,-0.24,0.12,-0.12,-158.47,348.27,41.35,0.2,4.168,100
664918,42.46,-0.004,-0.007,1.008,-0.37,0.43,-0.43,-170.46,357.26,5.37,0.1,4.168,100
665021,42.43,-0.001,-0.007,1.01,-0.18,0.12,-0.24,-158.47,366.26,56.35,0.2,4.168,100
665124,42.43,-0.0,-0.009,1.008,-0.31,0.12,-0.24,-167.47,360.26,5.37,0.3,4.169,100
665227,42.45,0.0,-0.007,1.011,-0.12,0.18,-0.12,-140.48,351.26,38.35,0.1,4.169,100
665330,42.47,-0.001,-0.008,1.01,-0.12,-0.06,-0.31,-164.47,351.26,62.34,0.1,4.169,100
665433,42.46,-0.003,-0.01,1.01,-0.24,0.31,-0.24,-158.47,342.27,59.35,0.1,4.169,100
665536,42.46,-0.0,-0.007,1.011,-0.31,0.12,-0.18,-167.47,363.26,50.35,0.1,4.169,100
665639,42.46,0.001,-0.009,1.011,-0.31,0.0,-0.18,-179.46,369.26,47.35,0.1,4.169,100
665742,42.41,0.0,-0.007,1.008,-0.31,0.24,-0.18,-188.46,318.28,38.35,0.1,4.169,100
665845,42.43,-0.001,-0.007,1.011,-0.24,0.18,-0.31,-176.46,351.26,53.35,0.1,4.169,100
665948,42.43,-0.0,-0.01,1.01,-0.12,0.06,-0.12,-161.47,354.26,26.36,0.1,4.169,100
666051,42.46,0.0,-0.008,1.008,-0.31,0.24,-0.37,-188.46,351.26,20.36,0.1,4.169,100
666154,42.47,-0.009,-0.014,1.013,-0.55,-0.43,-0.18,-164.47,363.26,-3.63,0.1,4.168,100
666257,42.47,0.0,-0.002,1.01,-0.24,0.31,-0.85,-164.47,369.26,26.36,0.1,4.168,100
666360,42.43,0.008,-0.002,1.011,-0.31,0.24,-0.31,-164.47,333.27,47.35,0.1,4.168,100
666463,42.43,0.004,-0.009,1.01,-0.24,0.31,-0.37,-152.47,360.26,47.35,0.1,4.168,100
666566,42.46,-0.002,-0.008,1.008,-0.31,0.18,-0.24,-173.46,363.26,44.35,0.1,4.168,100
666669,42.4,-0.0,-0.01,1.01,-0.24,0.24,-0.18,-179.46,387.25,44.35,0.1,4.168,100
666772,42.46,0.0,-0.009,1.012,-0.18,0.24,-0.24,-152.47,366.26,44.35,0.1,4.168,100
666875,42.47,-0.003,-0.008,1.009,-0.24,0.12,-0.24,-167.47,354.26,26.36,0.1,4.168,100
666978,42.46,0.0,-0.009,1.01,-0.37,0.06,-0.18,-179.46,348.27,26.36,0.1,4.168,100
667081,42.45,0.0,-0.01,1.009,-0.18,0.18,-0.24,-155.47,360.26,38.35,0.1,4.168,100
667184,42.39,0.001,-0.009,1.01,-0.24,0.24,-0.18,-152.47,354.26,53.35,0.1,4.167,100
667287,42.43,-0.0,-0.007,1.01,-0.31,0.18,-0.12,-179.46,375.25,41.35,0.1,4.167,100
667390,42.43,0.001,-0.009,1.011,-0.18,0.18,-0.12,-179.46,351.26,47.35,0.1,4.167,100
667493,42.43,-0.002,-0.009,1.011,-0.24,0.31,-0.24,-173.46,369.26,56.35,0.1,4.167,100
667596,42.44,-0.0,-0.01,1.01,-0.06,0.18,-0.24,-155.47,339.27,35.36,0.1,4.167,100
667699,42.43,-0.0,-0.008,1.01,-0.18,0.12,-0.31,-167.47,339.27,35.36,0.1,4.167,100
667802,42.44,-0.0,-0.009,1.01,-0.18,0.12,-0.18,-164.47,363.26,47.35,0.1,4.167,100
667905,42.43,-0.0,-0.009,1.009,-0.37,0.12,-0.18,-155.47,354.26,83.34,0.1,4.167,100
668008,42.44,-0.001,-0.009,1.009,-0.24,0.31,-0.24,-158.47,357.26,29.36,0.2,4.167,100
668111,42.4,-0.0,-0.009,1.01,-0.24,0.12,-0.24,-167.47,372.26,47.35,0.1,4.168,100
668214,42.44,-0.001,-0.01,1.01,-0.24,0.06,-0.31,-167.47,399.24,35.36,0.1,4.168,100
668317,42.41,0.0,-0.009,1.01,-0.24,0.18,-0.31,-173.46,345.27,59.35,0.1,4.168,100
668420,42.43,-0.001,-0.008,1.011,-0.31,0.18,-0.37,-176.46,366.26,35.36,0.1,4.168,100
668523,42.43,0.0,-0.009,1.011,-0.37,0.24,-0.37,-173.46,339.27,17.36,0.1,4.168,100
668626,42.43,0.002,-0.009,1.01,-0.24,0.18,-0.12,-176.46,348.27,35.36,0.1,4.168,100
668729,42.43,0.001,-0.009,1.012,-0.24,0.12,-0.12,-182.46,369.26,38.35,0.1,4.168,100
668832,42.45,0.0,-0.009,1.012,-0.18,0.12,-0.24,-191.46,363.26,-9.63,0.1,4.168,100
668935,42.47,-0.0,-0.009,1.01,-0.12,0.24,-0.37,-128.48,357.26,44.35,0.1,4.168,100
669038,42.46,-0.001,-0.009,1.01,-0.18,0.18,-0.24,-149.47,354.26,68.34,0.1,4.168,100
669141,42.43,0.001,-0.01,1.01,-0.43,0.18,-0.37,-137.48,348.27,38.35,0.1,4.167,100
669244,42.44,0.0,-0.009,1.01,-0.18,0.06,-0.18,-167.47,354.26,53.35,0.1,4.167,100
669347,42.41,-0.001,-0.009,1.012,-0.18,0.06,-0.18,-173.46,339.27,44.35,0.1,4.167,100
669450,42.47,0.001,-0.009,1.01,-0.31,0.24,-0.18,-164.47,351.26,29.36,0.1,4.167,100
669553,42.46,-0.0,-0.007,1.01,-0.24,0.18,-0.06,-149.47,378.25,59.35,0.1,4.167,100
669656,42.46,-0.001,-0.009,1.01,-0.31,0.18,-0.37,-170.46,336.27,50.35,0.1,4.167,100
669759,42.44,-0.0,-0.007,1.011,-0.31,0.12,-0.24,-185.46,366.26,38.35,0.1,4.167,100
669862,42.44,0.001,-0.008,1.012,-0.24,0.24,-0.24,-161.47,375.25,38.35,0.1,4.167,100
669965,42.47,-0.001,-0.008,1.01,-0.12,0.12,-0.37,-146.47,360.26,44.35,0.1,4.167,100
670068,42.46,0.001,-0.008,1.01,-0.24,0.18,-0.18,-146.47,345.27,50.35,0.1,4.167,100
670171,42.45,0.001,-0.01,1.011,-0.37,0.18,-0.24,-164.47,375.25,32.36,0.1,4.169,100
670274,42.44,-0.002,-0.009,1.011,-0.24,0.24,-0.18,-152.47,333.27,29.36,0.1,4.169,100
670377,42.43,0.0,-0.008,1.011,-0.31,0.18,-0.43,-158.47,357.26,29.36,0.2,4.169,100
670480,42.45,0.002,-0.009,1.008,-0.31,0.12,-0.18,-176.46,336.27,56.35,0.2,4.169,100
670583,42.44,0.0,-0.009,1.009,-0.12,0.18,-0.18,-161.47,378.25,44.35,0.1,4.169,100
670686,42.44,-0.001,-0.009,1.008,-0.31,0.12,-0.37,-149.47,384.25,32.36,0.1,4.169,100
670789,42.43,-0.0,-0.008,1.009,-0.24,0.12,-0.18,-161.47,372.26,50.35,0.1,4.169,100
670892,42.44,0.001,-0.01,1.01,-0.24,0.18,-0.24,-161.47,402.24,65.34,0.1,4.169,100
670995,42.47,0.0,-0.01,1.01,-0.31,0.12,-0.37,-146.47,348.27,50.35,0.2,4.169,100
671098,42.44,0.001,-0.008,1.01,-0.12,0.18,-0.31,-176.46,351.26,20.36,0.2,4.169,100
671201,42.42,0.001,-0.007,1.011,-0.31,0.12,-0.12,-170.46,390.25,53.35,0.1,4.167,100
671304,42.43,0.0,-0.008,1.011,-0.31,0.24,-0.31,-158.47,327.27,41.35,0.1,4.167,100
671407,42.47,0.001,-0.007,1.011,-0.18,0.18,-0.24,-179.46,375.25,38.35,0.1,4.167,100
671510,42.48,-0.002,-0.01,1.01,-0.31,0.06,-0.24,-158.47,348.27,71.34,0.1,4.167,100
671613,42.48,-0.0,-0.009,1.01,-0.18,0.18,-0.18,-173.46,342.27,56.35,0.1,4.167,100
671716,42.46,-0.001,-0.01,1.012,-0.31,0.24,-0.24,-125.48,348.27,38.35,0.1,4.167,100
671819,42.49,-0.001,-0.01,1.009,-0.24,0.18,-0.24,-200.45,354.26,26.36,0.2,4.167,100
671922,42.45,-0.0,-0.009,1.01,-0.24,0.18,-0.12,-170.46,390.25,50.35,0.1,4.167,100
672025,42.45,-0.0,-0.009,1.01,-0.18,0.12,-0.18,-152.47,387.25,50.35,0.2,4.167,100
672128,42.46,-0.001,-0.01,1.012,-0.24,0.24,-0.24,-158.47,387.25,50.35,0.2,4.168,100
672231,42.44,-0.001,-0.01,1.01,-0.18,0.06,-0.18,-158.47,366.26,50.35,0.2,4.168,100
672334,42.44,-0.0,-0.008,1.01,-0.18,0.06,-0.18,-179.46,318.28,50.35,0.1,4.168,100
672437,42.48,0.0,-0.008,1.01,-0.24,0.37,-0.18,-152.47,339.27,38.35,0.1,4.168,100
672540,42.44,-0.001,-0.009,1.008,-0.12,0.24,-0.31,-149.47,354.26,59.35,0.1,4.168,100
672643,42.45,0.0,-0.008,1.01,-0.37,0.06,-0.18,-182.46,366.26,44.35,0.1,4.168,100
672746,42.48,-0.0,-0.008,1.01,-0.31,0.18,-0.24,-155.47,339.27,41.35,0.1,4.168,100
672849,42.44,0.0,-0.009,1.012,-0.37,0.12,-0.31,-161.47,381.25,32.36,0.1,4.168,100
672952,42.47,-0.0,-0.008,1.01,-0.31,0.18,-0.18,-176.46,345.27,47.35,0.2,4.168,100
673055,42.48,0.001,-0.008,1.01,-0.31,0.37,-0.43,-173.46,369.26,44.35,0.3,4.168,100
673158,42.43,-0.002,-0.01,1.01,-0.12,0.18,-0.18,-152.47,345.27,20.36,0.1,4.168,100
673261,42.44,-0.001,-0.009,1.011,-0.37,0.12,-0.12,-176.46,378.25,26.36,0.1,4.168,100
673364,42.45,0.001,-0.008,1.011,-0.18,0.18,-0.24,-158.47,381.25,53.35,0.2,4.168,100
673467,42.49,-0.0,-0.01,1.011,-0.24,0.18,-0.18,-155.47,396.25,65.34,0.2,4.168,100
673570,42.44,-0.002,-0.009,1.008,-0.18,0.18,-0.24,-176.46,348.27,17.36,0.3,4.168,100
673673,42.42,-0.001,-0.008,1.01,-0.31,0.18,-0.24,-179.46,348.27,32.36,0.2,4.168,100
673776,42.45,0.0,-0.01,1.009,-0.24,0.06,-0.31,-182.46,336.27,38.35,0.1,4.168,100
673879,42.47,-0.0,-0.007,1.01,-0.37,0.24,-0.24,-170.46,381.25,29.36,0.2,4.168,100
673982,42.42,0.0,-0.009,1.01,-0.24,0.18,-0.18,-176.46,354.26,38.35,0.2,4.168,100
674085,42.46,-0.0,-0.008,1.011,-0.24,0.18,-0.18,-173.46,390.25,44.35,0.2,4.168,100
674188,42.46,0.0,-0.01,1.01,-0.24,0.24,-0.24,-137.48,363.26,41.35,0.2,4.167,100
674291,42.46,0.001,-0.009,1.009,-0.37,0.12,-0.24,-137.48,402.24,-6.63,0.1,4.167,100
674394,42.47,-0.002,-0.008,1.011,-0.31,0.12,-0.31,-164.47,354.26,35.36,0.2,4.167,100
674497,42.46,0.001,-0.01,1.013,-0.31,0.18,-0.37,-176.46,387.25,68.34,0.2,4.167,100
674600,42.43,-0.001,-0.009,1.01,-0.37,0.31,-0.12,-191.46,336.27,56.35,0.2,4.167,100
674703,42.46,-0.0,-0.01,1.01,-0.18,0.12,-0.06,-176.46,360.26,50.35,0.1,4.167,100
674806,42.45,-0.0,-0.008,1.011,-0.24,0.24,-0.12,-155.47,354.26,-0.63,0.2,4.167,100
674909,42.42,0.001,-0.009,1.009,-0.24,0.12,-0.24,-170.46,390.25,32.36,0.2,4.167,100
675012,42.43,-0.001,-0.009,1.011,-0.24,0.18,-0.24,-167.47,390.25,59.35,0.6,4.167,100
675115,42.48,-0.001,-0.009,1.01,-0.24,0.06,-0.12,-149.47,363.26,68.34,0.3,4.167,100
675218,42.46,0.0,-0.011,1.01,-0.06,0.18,-0.24,-143.48,369.26,41.35,0.6,4.167,100
675321,42.47,-0.002,-0.009,1.01,-0.24,0.24,-0.12,-158.47,351.26,35.36,0.4,4.167,100
675424,42.48,-0.0,-0.008,1.011,-0.24,0.24,-0.18,-152.47,345.27,32.36,0.2,4.167,100
675527,42.47,-0.002,-0.008,1.009,-0.24,0.18,-0.31,-149.47,402.24,35.36,0.4,4.167,100
675630,42.45,0.001,-0.009,1.01,-0.24,0.24,-0.18,-179.46,348.27,47.35,0.2,4.167,100
675733,42.45,0.001,-0.007,1.01,-0.24,0.18,-0.18,-155.47,387.25,29.36,0.2,4.167,100
675836,42.45,0.0,-0.008,1.01,-0.24,0.12,-0.24,-152.47,378.25,50.35,0.2,4.167,100
675939,42.43,-0.0,-0.008,1.009,-0.18,0.18,-0.24,-164.47,348.27,23.36,0.3,4.167,100
676042,42.45,0.002,-0.01,1.01,-0.18,0.24,-0.24,-173.46,384.25,29.36,0.4,4.167,100
676145,42.43,0.001,-0.011,1.011,-0.31,0.24,-0.24,-188.46,342.27,68.34,0.4,4.167,100
676248,42.46,-0.0,-0.009,1.01,-0.31,0.24,-0.24,-179.46,369.26,26.36,0.3,4.168,100
676351,42.46,0.0,-0.009,1.01,-0.24,0.12,-0.18,-164.47,354.26,47.35,0.3,4.168,100
676454,42.47,0.0,-0.01,1.012,-0.31,0.31,-0.24,-170.46,363.26,41.35,0.4,4.168,100
676557,42.46,0.0,-0.009,1.01,-0.31,0.37,-0.37,-170.46,333.27,20.36,0.3,4.168,100
676660,42.48,0.0,-0.01,1.009,-0.43,0.37,-0.24,-176.46,390.25,80.34,0.3,4.168,100
676763,42.47,0.001,-0.007,1.01,-0.31,0.0,-0.12,-176.46,360.26,62.34,0.2,4.168,100
676866,42.46,0.001,-0.008,1.011,-0.18,0.24,-0.12,-170.46,390.25,20.36,0.2,4.168,100
676969,42.47,-0.0,-0.011,1.011,-0.31,0.24,-0.24,-179.46,318.28,35.36,0.3,4.168,100
677072,42.48,-0.001,-0.008,1.01,-0.31,0.06,-0.24,-167.47,375.25,77.34,0.3,4.168,100
677175,42.46,0.001,-0.008,1.009,-0.31,0.18,-0.24,-149.47,336.27,71.34,0.3,4.167,100
677278,42.47,0.002,-0.008,1.01,-0.37,0.18,-0.18,-164.47,339.27,47.35,0.4,4.167,100
677381,42.47,0.001,-0.008,1.01,-0.24,0.18,-0.18,-152.47,333.27,29.36,0.4,4.167,100
677484,42.46,-0.0,-0.009,1.011,-0.24,0.31,-0.24,-134.48,348.27,32.36,0.3,4.167,100
677587,42.48,-0.001,-0.01,1.01,-0.24,0.18,-0.18,-173.46,345.27,44.35,0.3,4.167,100
677690,42.45,-0.0,-0.01,1.007,-0.18,0.12,-0.12,-149.47,342.27,32.36,0.4,4.167,100
677793,42.45,0.002,-0.01,1.009,-0.18,0.06,-0.31,-161.47,348.27,53.35,0.3,4.167,100
677896,42.46,-0.001,-0.008,1.011,-0.24,0.18,-0.12,-164.47,345.27,41.35,0.3,4.167,100
677999,42.45,0.001,-0.007,1.01,-0.12,0.12,-0.18,-143.48,372.26,14.36,0.4,4.167,100
678102,42.48,0.001,-0.007,1.011,-0.31,0.37,-0.37,-191.46,342.27,8.37,0.3,4.167,100
678205,42.48,0.002,-0.009,1.009,-0.18,0.18,-0.31,-164.47,342.27,32.36,0.3,4.168,100
678308,42.44,-0.0,-0.009,1.01,-0.24,0.31,-0.31,-140.48,372.26,23.36,0.2,4.168,100
678411,42.5,0.0,-0.008,1.008,-0.18,0.12,-0.24,-182.46,384.25,41.35,0.3,4.168,100
678514,42.48,-0.001,-0.008,1.01,-0.18,0.06,-0.18,-161.47,354.26,23.36,0.3,4.168,100
678617,42.48,0.0,-0.009,1.01,-0.31,0.31,-0.18,-164.47,354.26,32.36,0.3,4.168,100
678720,42.48,-0.001,-0.008,1.011,-0.31,0.12,-0.31,-167.47,396.25,35.36,0.2,4.168,100
678823,42.46,-0.001,-0.009,1.011,-0.24,0.18,-0.18,-185.46,378.25,62.34,0.3,4.168,100
678926,42.49,0.0,-0.007,1.011,-0.24,0.24,-0.18,-173.46,348.27,38.35,0.3,4.168,100
679029,42.48,0.0,-0.007,1.01,-0.24,0.18,-0.18,-176.46,390.25,23.36,0.2,4.168,100
679132,42.48,-0.001,-0.01,1.01,-0.24,0.18,-0.18,-149.47,351.26,56.35,0.2,4.168,100
679235,42.43,-0.0,-0.007,1.01,-0.24,0.24,-0.24,-149.47,324.28,50.35,0.2,4.168,100
679338,42.46,0.001,-0.008,1.009,-0.24,0.0,-0.31,-173.46,357.26,56.35,0.2,4.168,100
679441,42.46,-0.002,-0.009,1.01,-0.31,0.12,-0.31,-158.47,345.27,35.36,0.1,4.168,100
679544,42.43,0.0,-0.007,1.01,-0.24,0.31,-0.18,-167.47,345.27,89.33,0.1,4.168,100
679647,42.44,-0.001,-0.008,1.01,-0.18,0.18,-0.24,-164.47,396.25,41.35,0.2,4.168,100
679750,42.46,-0.0,-0.009,1.009,-0.31,0.18,-0.24,-182.46,372.26,20.36,0.1,4.168,100
679853,42.5,-0.0,-0.009,1.012,-0.24,0.24,-0.37,-188.46,366.26,53.35,0.2,4.168,100
679956,42.47,-0.0,-0.009,1.01,-0.18,0.18,-0.18,-164.47,372.26,35.36,0.3,4.168,100
680059,42.49,0.001,-0.009,1.009,-0.24,0.24,-0.18,-161.47,357.26,38.35,0.1,4.168,100
680162,42.47,0.0,-0.009,1.009,-0.24,0.06,-0.37,-167.47,354.26,38.35,0.2,4.168,100
680265,42.46,0.0,-0.008,1.01,-0.18,0.06,-0.24,-164.47,345.27,56.35,0.2,4.168,100
680368,42.45,-0.0,-0.009,1.01,-0.24,0.18,-0.31,-167.47,375.25,32.36,0.1,4.168,100
680471,42.45,0.0,-0.008,1.01,-0.31,0.12,-0.18,-158.47,333.27,11.37,0.2,4.168,100
680574,42.47,-0.002,-0.01,1.012,-0.31,0.06,-0.24,-179.46,354.26,17.36,0.1,4.168,100
680677,42.46,0.0,-0.009,1.01,-0.43,0.18,-0.31,-179.46,351.26,56.35,0.1,4.168,100
680780,42.46,-0.001,-0.011,1.01,-0.37,0.24,-0.24,-158.47,345.27,68.34,0.1,4.168,100
680883,42.46,0.001,-0.009,1.01,-0.31,0.06,-0.18,-176.46,354.26,53.35,0.1,4.168,100
680986,42.44,-0.0,-0.01,1.012,-0.18,0.12,-0.12,-179.46,357.26,41.35,0.2,4.168,100
681089,42.46,0.001,-0.009,1.011,-0.37,0.12,-0.31,-146.47,372.26,50.35,0.2,4.168,100
681192,42.44,0.0,-0.008,1.01,-0.24,0.18,-0.12,-179.46,348.27,29.36,0.1,4.168,100
681295,42.5,0.001,-0.009,1.009,-0.31,0.24,-0.18,-167.47,402.24,74.34,0.1,4.168,100
681398,42.44,-0.001,-0.008,1.011,-0.24,0.18,-0.31,-170.46,381.25,41.35,0.2,4.168,100
681501,42.48,0.0,-0.008,1.01,-0.18,0.18,-0.18,-125.48,354.26,53.35,0.1,4.168,100
681604,42.49,-0.001,-0.01,1.011,-0.18,0.18,-0.12,-158.47,360.26,71.34,0.1,4.168,100
681707,42.49,0.0,-0.009,1.011,-0.18,0.18,-0.24,-170.46,378.25,20.36,0.1,4.168,100
681810,42.41,-0.0,-0.007,1.01,-0.31,0.12,-0.18,-125.48,372.26,41.35,0.1,4.168,100
681913,42.49,0.0,-0.007,1.01,-0.12,0.18,-0.24,-155.47,333.27,20.36,0.1,4.168,100
682016,42.47,-0.001,-0.008,1.011,-0.31,0.24,-0.24,-170.46,399.24,62.34,0.1,4.168,100
682119,42.49,-0.0,-0.01,1.011,-0.18,0.06,-0.24,-176.46,354.26,38.35,0.1,4.168,100
682222,42.49,-0.001,-0.011,1.01,-0.12,0.12,-0.18,-167.47,354.26,62.34,0.1,4.169,100
682325,42.48,-0.0,-0.008,1.009,-0.24,0.18,-0.24,-194.45,375.25,8.37,0.1,4.169,100
682428,42.5,0.001,-0.007,1.01,-0.24,0.18,-0.18,-170.46,363.26,5.37,0.1,4.169,100
